cp5,municipio,municipio_consolidado,provincia_consolidada
45510,Fuensalida,Fuensalida,Toledo
45700,Consuegra,Consuegra,Toledo
46711,Guardamar de la Safor,Guardamar de la Safor,Valencia
47330,Traspinedo,Traspinedo,Valladolid
47814,Villamuriel de Campos,Aguilar de Campos,Valladolid
48499,Ugao-Miraballes,Ugao-Miraballes,Vizcaya
49840,Vezdemarbán,Vezdemarbán,Zamora
50391,Villafeliche,Montón,Zaragoza
3730,Jávea/Xàbia,Jávea/Xàbia,Alicante
4001,Almería,Almería,Almería
4271,Lubrín,Sorbas,Almería
6291,Montemolín,Montemolín,Badajoz
6350,Higuera la Real,Higuera la Real,Badajoz
7220,Algaida,Algaida,Baleares
8100,Mollet del Vallès,Mollet del Vallès,Barcelona
8210,Barberà del Vallès,Barberà del Vallès,Barcelona
8214,Badia del Vallès,Badia del Vallès,Barcelona
8228,Terrassa,Terrassa,Barcelona
8694,Sant Julià de Cerdanyola,Guardiola de Berguedà,Barcelona
9131,Valle de Santibáñez,Valle de Santibáñez,Burgos
9200,Miranda de Ebro,Miranda de Ebro,Burgos
9316,Haza,Haza,Burgos
9462,Hontangas,Moradillo de Roa,Burgos
12220,Onda,Onda,Castellón
12420,Barracas,Barracas,Castellón
12428,Fuente la Reina,Villanueva de Viver,Castellón
13230,Membrilla,Membrilla,Ciudad Real
14530,Montemayor,Montemayor,Córdoba
14857,Nueva Carteya,Castro del Río,Córdoba
16470,Belinchón,Zarza de Tajo,Cuenca
17178,Preses,Vall d'en Bas,Gerona
18516,Lugros,Beas de Guadix,Granada
19127,Sacedón,Sacedón,Guadalajara
19276,Miedes de Atienza,Atienza,Guadalajara
19276,Miñosa,Atienza,Guadalajara
19295,Baides,Viana de Jadraque,Guadalajara
20493,Berastegi,Berastegi,Guipúzcoa
21207,Linares de la Sierra,Aracena,Huelva
21310,Calañas,Calañas,Huelva
22143,Abiego,Abiego,Huesca
22255,Almuniente,Grañén,Huesca
22269,Grañén,Grañén,Huesca
22792,Santa Cruz de la Serós,Santa Cruz de la Serós,Huesca
24141,Cabrillanes,Cabrillanes,León
24717,Luyego,Santiago Millas,León
24854,Boñar,Boñar,León
24994,Burón,Burón,León
25007,Lleida,Lleida,Lérida
25318,Ossó de Sió,Agramunt,Lérida
25568,Sort,Sort,Lérida
26312,Arenzana de Arriba,Tricio,La Rioja
26589,Préjano,Arnedillo,La Rioja
28031,Madrid,Madrid,Madrid
28108,Alcobendas,Alcobendas,Madrid
31483,Lizoáin-Arriasgoiti,Lizoáin-Arriasgoiti,Navarra
33006,Oviedo,Oviedo,Asturias
33012,Oviedo,Oviedo,Asturias
34407,Collazos de Boedo,Villameriel,Palencia
36313,Vigo,Vigo,Pontevedra
36584,Estrada,Estrada,Pontevedra
36628,Vilanova de Arousa,Vilanova de Arousa,Pontevedra
36847,Fornelos de Montes,Fornelos de Montes,Pontevedra
36991,Grove,Grove,Pontevedra
37100,Ledesma,Ledesma,Salamanca
37217,Iruelos,Valsalabroso,Salamanca
37891,Valdemierque,Galisancho,Salamanca
38150,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife
38434,Icod de los Vinos,Icod de los Vinos,Santa Cruz de Tenerife
39491,Campoo de Enmedio,Campoo de Enmedio,Cantabria
39558,Cabuérniga,Cabuérniga,Cantabria
40171,Santiuste de Pedraza,Santiuste de Pedraza,Segovia
40354,Cozuelos de Fuentidueña,Perosillo,Segovia
42138,Portillo de Soria,Almenar de Soria,Soria
42294,Quintana Redonda,Golmayo,Soria
43439,Vilanova de Prades,Vilanova de Prades,Tarragona
44358,Torre los Negros,Cosa,Teruel
45190,Nambroca,Nambroca,Toledo
46295,Sellent,Sellent,Valencia
46369,Alborache,Alborache,Valencia
46901,Torrent,Torrent,Valencia
47493,Medina del Campo,Medina del Campo,Valladolid
49272,Pereruela,Pereruela,Zamora
49344,Muelas de los Caballeros,Muelas de los Caballeros,Zamora
49523,San Vitero,San Vitero,Zamora
49639,Cotanes del Monte,Cotanes del Monte,Zamora
49697,Villanázar,Villanázar,Zamora
49716,Argujillo,Argujillo,Zamora
50390,Fuentes de Jiloca,Fuentes de Jiloca,Zaragoza
2486,Yeste,Yeste,Albacete
5600,Barco de Ávila,Barco de Ávila,Ávila
6192,Villar del Rey,Villar del Rey,Badajoz
6208,Villalba de los Barros,Villalba de los Barros,Badajoz
7011,Palma,Palma,Baleares
8035,Barcelona,Barcelona,Barcelona
8275,Monistrol de Calders,Calders,Barcelona
8416,Bigues i Riells,Bigues i Riells,Barcelona
9145,Tubilla del Agua,Valle de Sedano,Burgos
9226,Barrio de Muñó,Villaquirán de los Infantes,Burgos
9571,Alfoz de Bricia,Alfoz de Bricia,Burgos
9593,Salas de Bureba,Oña,Burgos
10140,Guadalupe,Guadalupe,Cáceres
11204,Algeciras,Algeciras,Cádiz
12590,Almenara,Almenara,Castellón
15240,Muros,Muros,A Coruña
15782,Santiago de Compostela,Santiago de Compostela,A Coruña
15846,Santa Comba,Santa Comba,A Coruña
16647,Fuentelespino de Haro,Villaescusa de Haro,Cuenca
19197,Valdegrudas,Guadalajara,Guadalajara
19239,Fuencemillán,Cogolludo,Guadalajara
22269,Almuniente,Grañén,Huesca
22467,Villanova,Sahún,Huesca
22480,Graus,Graus,Huesca
22484,Torre la Ribera,Torre la Ribera,Huesca
23460,Peal de Becerro,Peal de Becerro,Jaén
24391,Valverde de la Virgen,Chozas de Abajo,León
25611,Àger,Os de Balaguer,Lérida
25793,Coll de Nargó,Coll de Nargó,Lérida
26587,Villarroya,Muro de Aguas,La Rioja
27659,Navia de Suarna,Navia de Suarna,Lugo
27890,Cervo,Cervo,Lugo
28915,Leganés,Leganés,Madrid
30203,Cartagena,Cartagena,Murcia
30560,Alguazas,Alguazas,Murcia
31283,Lana,Lana,Navarra
31412,Burgui/Burgi,Burgui/Burgi,Navarra
32547,Gudiña,Gudiña,Ourense
32705,Vilar de Barrio,Vilar de Barrio,Ourense
32920,Barbadás,Barbadás,Ourense
33011,Oviedo,Oviedo,Asturias
33404,Corvera de Asturias,Corvera de Asturias,Asturias
33749,Tapia de Casariego,Tapia de Casariego,Asturias
36430,Arbo,Arbo,Pontevedra
36490,Crecente,Crecente,Pontevedra
36688,Estrada,Estrada,Pontevedra
37496,Martín de Yeltes,Martín de Yeltes,Salamanca
37591,Zamarra,Zamarra,Salamanca
37779,Salvatierra de Tormes,Aldeavieja de Tormes,Salamanca
38729,San Andrés y Sauces,San Andrés y Sauces,Santa Cruz de Tenerife
43747,Benissanet,Benissanet,Tarragona
44120,Terriente,Terriente,Teruel
44496,Calamocha,Calamocha,Teruel
46266,Antella,Antella,Valencia
46625,Cofrentes,Cofrentes,Valencia
47418,Fuente-Olmedo,Llano de Olmedo,Valladolid
47608,Villagómez la Nueva,Villanueva de la Condesa,Valladolid
47815,Tamariz de Campos,Villabaruz de Campos,Valladolid
48191,Galdames,Sopuerta,Vizcaya
49630,Villalpando,Villalpando,Zamora
50239,Bubierca,Bubierca,Zaragoza
50366,Murero,Murero,Zaragoza
50780,Sástago,Sástago,Zaragoza
52005,Melilla,Melilla,MELILLA
3812,Benimassot,Millena,Alicante
3841,Alcocer de Planes,Cocentaina,Alicante
4213,Senés,Senés,Almería
4568,Alsodux,Santa Cruz de Marchena,Almería
8281,Copons,Copons,Barcelona
8297,Castellgalí,Castellgalí,Barcelona
8736,Font-rubí,Font-rubí,Barcelona
8811,Canyelles,Canyelles,Barcelona
9108,Melgar de Fernamental,Melgar de Fernamental,Burgos
9227,Hontanas,Villaldemiro,Burgos
10328,Fresnedoso de Ibor,Fresnedoso de Ibor,Cáceres
11510,Puerto Real,Puerto Real,Cádiz
12222,Alcudia de Veo,Aín,Castellón
13594,Mestanza,Mestanza,Ciudad Real
14002,Córdoba,Córdoba,Córdoba
14979,Iznájar,Iznájar,Córdoba
16143,Mariana,Sotorribas,Cuenca
16760,Olivares de Júcar,Olivares de Júcar,Cuenca
17141,Bellcaire d'Empordà,Bellcaire d'Empordà,Gerona
17537,Alp,Alp,Gerona
18295,Algarinejo,Algarinejo,Granada
19239,Monasterio,Cogolludo,Guadalajara
20214,Segura,Zerain,Guipúzcoa
22467,Sesué,Sahún,Huesca
22588,Graus,Graus,Huesca
24450,Toreno,Toreno,León
24890,Garrafe de Torío,Garrafe de Torío,León
25162,Alcanó,Alcanó,Lérida
25638,Llimiana,Llimiana,Lérida
25692,Àger,Camarasa,Lérida
26120,Albelda de Iregua,Albelda de Iregua,La Rioja
26213,Herramélluri,Tormantos,La Rioja
27648,Navia de Suarna,Navia de Suarna,Lugo
28669,Boadilla del Monte,Boadilla del Monte,Madrid
28919,Leganés,Leganés,Madrid
29792,Vélez-Málaga,Vélez-Málaga,Málaga
31391,Murillo el Cuende,Murillo el Cuende,Navarra
32368,Veiga,Veiga,Ourense
32520,Irixo,Irixo,Ourense
33326,Colunga,Colunga,Asturias
33693,Lena,Lena,Asturias
33792,Valdés,Valdés,Asturias
33796,Coaña,Coaña,Asturias
34839,Cervera de Pisuerga,Cervera de Pisuerga,Palencia
34848,Pernía,Pernía,Palencia
35459,Santa María de Guía de Gran Canaria,Santa María de Guía de Gran Canaria,Las Palma
36520,Agolada,Agolada,Pontevedra
36545,Silleda,Silleda,Pontevedra
36586,Vila de Cruces,Vila de Cruces,Pontevedra
37207,Fuente de San Esteban,Fuente de San Esteban,Salamanca
37892,Sieteiglesias de Tormes,Alba de Tormes,Salamanca
40210,Cuéllar,Cuéllar,Segovia
40310,Sepúlveda,Sepúlveda,Segovia
40532,Aldeanueva de la Serrezuela,Navares de las Cuevas,Segovia
43591,Aldover,Aldover,Tarragona
44200,Calamocha,Calamocha,Teruel
44414,Nogueruelas,Nogueruelas,Teruel
45572,Torrico,Torrico,Toledo
45576,Mohedas de la Jara,Mohedas de la Jara,Toledo
46391,Requena,Requena,Valencia
46680,Algemesí,Algemesí,Valencia
49028,Zamora,Zamora,Zamora
49539,Villalube,Gallegos del Pan,Zamora
1195,Vitoria-Gasteiz,Vitoria-Gasteiz,Álava
1212,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,Álava
3311,Orihuela,Orihuela,Alicante
5194,Mediana de Voltoya,Ávila,Ávila
5296,Gutierre-Muñoz,Orbita,Ávila
6611,Zarza-Capilla,Zarza-Capilla,Badajoz
7819,Santa Eulalia del Río,Santa Eulalia del Río,Baleares
8260,Súria,Castellnou de Bages,Barcelona
9108,Castrillo de Riopisuerga,Melgar de Fernamental,Burgos
9194,Ibeas de Juarros,Revilla del Campo,Burgos
9196,Cayuela,Cayuela,Burgos
9227,Villaldemiro,Villaldemiro,Burgos
9228,Villaverde del Monte,Villaverde del Monte,Burgos
9550,Villarcayo de Merindad de Castilla la Vieja,Villarcayo de Merindad de Castilla la Vieja,Burgos
9591,Valle de las Navas,Merindad de Río Ubierna,Burgos
11300,Línea de la Concepción,Línea de la Concepción,Cádiz
12560,Benicasim/Benicàssim,Benicasim/Benicàssim,Castellón
13330,Villanueva de la Fuente,Villanueva de la Fuente,Ciudad Real
15298,Cee,Cee,A Coruña
15347,Cedeira,Cedeira,A Coruña
15625,Ares,Ares,A Coruña
18870,Gor,Gor,Granada
19120,Sacedón,Sacedón,Guadalajara
19150,Guadalajara,Guadalajara,Guadalajara
20180,Oiartzun,Oiartzun,Guipúzcoa
20248,Arama,Arama,Guipúzcoa
21640,Zalamea la Real,Zalamea la Real,Huelva
23200,Carolina,Carolina,Jaén
23420,Canena,Canena,Jaén
23658,Jamilena,Jamilena,Jaén
24112,Villablino,Villablino,León
24154,Vegas del Condado,Vegas del Condado,León
24238,Villamandos,Villamandos,León
24396,Magaz de Cepeda,Magaz de Cepeda,León
26132,Soto en Cameros,Santa Engracia del Jubera,La Rioja
26141,Alberite,Alberite,La Rioja
26256,Villalobar de Rioja,Villalobar de Rioja,La Rioja
26313,Torremontalbo,Torremontalbo,La Rioja
26588,Bergasa,Bergasa,La Rioja
27141,Lugo,Lugo,Lugo
27157,Outeiro de Rei,Outeiro de Rei,Lugo
27362,Páramo,Páramo,Lugo
27667,Cervantes,Cervantes,Lugo
28691,Villanueva de la Cañada,Villanueva de la Cañada,Madrid
29314,Archidona,Archidona,Málaga
30395,Cartagena,Cartagena,Murcia
32652,Rairiz de Veiga,Rairiz de Veiga,Ourense
33869,Salas,Salas,Asturias
34209,Hontoria de Cerrato,Valle de Cerrato,Palencia
35129,Mogán,Mogán,Las Palma
35213,Telde,Telde,Las Palma
35329,Vega de San Mateo,Vega de San Mateo,Las Palma
36340,Nigrán,Nigrán,Pontevedra
36360,Nigrán,Nigrán,Pontevedra
36635,Ribadumia,Cambados,Pontevedra
36840,Pazos de Borbén,Pazos de Borbén,Pontevedra
36868,Salvaterra de Miño,Ponteareas,Pontevedra
36946,Cangas,Cangas,Pontevedra
37183,San Pedro de Rozados,San Pedro de Rozados,Salamanca
37253,Cerezal de Peñahorcada,Cerezal de Peñahorcada,Salamanca
37789,Beleña,Beleña,Salamanca
37797,Castellanos de Villiquera,Castellanos de Villiquera,Salamanca
38915,Valverde,Valverde,Santa Cruz de Tenerife
39460,Cartes,Corrales de Buelna,Cantabria
39612,Villaescusa,Piélagos,Cantabria
40495,Ortigosa de Pestaño,Ortigosa de Pestaño,Segovia
40533,Aldehorno,Aldehorno,Segovia
42005,Soria,Soria,Soria
44311,Villar del Salz,Villar del Salz,Teruel
44623,Cretas,Cretas,Teruel
47113,Villalbarba,Tordesillas,Valladolid
47219,Muriel,Salvador de Zapardiel,Valladolid
47880,Benafarces,Benafarces,Valladolid
50461,Alfamén,Alfamén,Zaragoza
1128,Campezo/Kanpezu,Bernedo,Álava
3181,Torrevieja,Torrevieja,Alicante
3185,Torrevieja,Torrevieja,Alicante
3186,Orihuela,Orihuela,Alicante
5212,Villanueva del Aceral,Villanueva del Aceral,Ávila
5217,Constanzana,San Vicente de Arévalo,Ávila
5414,Cuevas del Valle,Cuevas del Valle,Ávila
5491,Mombeltrán,Mombeltrán,Ávila
7157,Andratx,Andratx,Baleares
9280,Cascajares de Bureba,Encío,Burgos
10135,Alcollarín,Alcollarín,Cáceres
10592,Casas de Millán,Casas de Millán,Cáceres
14112,Fuente Palmera,Fuente Palmera,Córdoba
15572,Narón,Narón,A Coruña
15865,Brión,Brión,A Coruña
15871,Val do Dubra,Val do Dubra,A Coruña
16118,Barchín del Hoyo,Olmedilla de Alarcón,Cuenca
16463,Saceda-Trasierra,Saceda-Trasierra,Cuenca
17182,Bescanó,Bescanó,Gerona
17527,Llívia,Llívia,Gerona
19431,Torrecuadradilla,Cifuentes,Guadalajara
20809,Aia,Aia,Guipúzcoa
23740,Andújar,Andújar,Jaén
23747,Andújar,Andújar,Jaén
24206,Castilfalé,Villabraz,León
24327,Cea,Cea,León
24734,Castrocontrigo,Castrocontrigo,León
25595,Llavorsí,Guingueta d'Àneu,Lérida
25630,Talarn,Talarn,Lérida
27309,Guitiriz,Guitiriz,Lugo
28214,Fresnedillas de la Oliva,Fresnedillas de la Oliva,Madrid
28224,Pozuelo de Alarcón,Pozuelo de Alarcón,Madrid
28918,Leganés,Leganés,Madrid
28945,Fuenlabrada,Fuenlabrada,Madrid
32316,Barco de Valdeorras,Barco de Valdeorras,Ourense
32412,Carballeda de Avia,Carballeda de Avia,Ourense
33439,Carreño,Carreño,Asturias
33520,Nava,Nava,Asturias
33686,Aller,Aller,Asturias
33919,Oviedo,Oviedo,Asturias
34466,Villodre,Villodre,Palencia
34828,San Cebrián de Mudá,Barruelo de Santullán,Palencia
36307,Baiona,Baiona,Pontevedra
36873,Covelo,Covelo,Pontevedra
36966,Sanxenxo,Sanxenxo,Pontevedra
37340,San Morales,Aldearrubia,Salamanca
37789,Buenavista,Beleña,Salamanca
38390,Santa Úrsula,Santa Úrsula,Santa Cruz de Tenerife
38429,San Juan de la Rambla,San Juan de la Rambla,Santa Cruz de Tenerife
40215,Cuéllar,Cuéllar,Segovia
40232,Cuéllar,Cuéllar,Segovia
40463,Codorniz,Codorniz,Segovia
41806,Umbrete,Umbrete,Sevilla
43411,Blancafort,Blancafort,Tarragona
43774,Torre de Fontaubella,Torre de Fontaubella,Tarragona
43886,Vilabella,Vilabella,Tarragona
45420,Almonacid de Toledo,Almonacid de Toledo,Toledo
46430,Sollana,Sollana,Valencia
46815,Llosa de Ranes,Llosa de Ranes,Valencia
47195,Arroyo de la Encomienda,Arroyo de la Encomienda,Valladolid
48960,Galdakao,Galdakao,Vizcaya
49151,Arcenillas,Casaseca de las Chanas,Zamora
49260,Bermillo de Sayago,Bermillo de Sayago,Zamora
49860,Villalonso,Villalonso,Zamora
1216,Peñacerrada-Urizaharra,Bernedo,Álava
2326,San Pedro,San Pedro,Albacete
3312,Orihuela,Orihuela,Alicante
4662,Huércal-Overa,Huércal-Overa,Almería
6250,Bienvenida,Bienvenida,Badajoz
6950,Villagarcía de la Torre,Villagarcía de la Torre,Badajoz
7120,Palma,Palma,Baleares
7210,Algaida,Algaida,Baleares
8281,Sant Pere Sallavinera,Copons,Barcelona
8318,Dosrius,Dosrius,Barcelona
8389,Palafolls,Palafolls,Barcelona
9259,Ibrillos,Redecilla del Campo,Burgos
9312,Tórtoles de Esgueva,Tórtoles de Esgueva,Burgos
9549,Merindad de Cuesta-Urria,Valle de Tobalina,Burgos
9613,Revilla y Ahedo,Salas de los Infantes,Burgos
10614,Valdastillas,Valdastillas,Cáceres
11350,Castellar de la Frontera,Castellar de la Frontera,Cádiz
13248,Alhambra,Alhambra,Ciudad Real
14950,Rute,Rute,Córdoba
15143,Arteixo,Arteixo,A Coruña
15292,Carnota,Carnota,A Coruña
15552,Valdoviño,Valdoviño,A Coruña
16800,Priego,Priego,Cuenca
17004,Girona,Girona,Gerona
17455,Sant Andreu Salou,Caldes de Malavella,Gerona
17538,Alp,Alp,Gerona
18181,Diezma,Diezma,Granada
18690,Almuñécar,Almuñécar,Granada
21810,Palos de la Frontera,Palos de la Frontera,Huelva
23529,Villatorres,Jaén,Jaén
24793,Valderrey,Valderrey,León
25283,Odèn,Lladurs,Lérida
25310,Agramunt,Agramunt,Lérida
27177,Portomarín,Portomarín,Lugo
27250,Castro de Rei,Castro de Rei,Lugo
27792,Barreiros,Barreiros,Lugo
27864,Viveiro,Viveiro,Lugo
28630,Villa del Prado,Villa del Prado,Madrid
28730,Buitrago del Lozoya,Buitrago del Lozoya,Madrid
29194,Alfarnatejo,Alfarnate,Málaga
29679,Benahavís,Benahavís,Málaga
29714,Salares,Salares,Málaga
31411,Javier,Javier,Navarra
33189,Siero,Siero,Asturias
33945,San Martín del Rey Aurelio,San Martín del Rey Aurelio,Asturias
33949,San Martín del Rey Aurelio,San Martín del Rey Aurelio,Asturias
34111,Villota del Páramo,Saldaña,Palencia
36380,Gondomar,Gondomar,Pontevedra
36597,Vila de Cruces,Vila de Cruces,Pontevedra
37186,San Pedro de Rozados,San Pedro de Rozados,Salamanca
37497,Villar de Argañán,Villar de la Yegua,Salamanca
37671,San Esteban de la Sierra,San Esteban de la Sierra,Salamanca
37810,Garcihernández,Garcihernández,Salamanca
38330,San Cristóbal de La Laguna,San Cristóbal de La Laguna,Santa Cruz de Tenerife
38710,Breña Alta,Breña Alta,Santa Cruz de Tenerife
39698,Santiurde de Toranzo,Santiurde de Toranzo,Cantabria
40170,Pelayos del Arroyo,Pelayos del Arroyo,Segovia
40314,Fuentesoto,Valtiendas,Segovia
40390,Valseca,Valseca,Segovia
42148,Herrera de Soria,Talveila,Soria
42165,Rebollar,Sotillo del Rincón,Soria
43780,Gandesa,Gandesa,Tarragona
45430,Mascaraque,Mascaraque,Toledo
45909,Santa Cruz del Retamar,Santa Cruz del Retamar,Toledo
46260,Alberic,Alberic,Valencia
46420,Sueca,Sueca,Valencia
47283,Quintanilla de Trigueros,Quintanilla de Trigueros,Valladolid
48392,Muxika,Muxika,Vizcaya
49127,Castronuevo,Pobladura de Valderaduey,Zamora
1118,Condado de Treviño,Condado de Treviño,Burgos
3590,Altea,Altea,Alicante
4778,Adra,Adra,Almería
5140,Marlín,Bularros,Ávila
5143,Valdecasa,Valdecasa,Ávila
7620,Llucmajor,Llucmajor,Baleares
8339,Vilassar de Dalt,Vilassar de Dalt,Barcelona
9258,Espinosa del Camino,Belorado,Burgos
9317,San Martín de Rubiales,Pedrosa de Duero,Burgos
9613,Monasterio de la Sierra,Salas de los Infantes,Burgos
10858,Villasbuenas de Gata,Villasbuenas de Gata,Cáceres
11159,Vejer de la Frontera,Vejer de la Frontera,Cádiz
11639,Jerez de la Frontera,Jerez de la Frontera,Cádiz
12609,Alfondeguilla,Alfondeguilla,Castellón
13003,Ciudad Real,Ciudad Real,Ciudad Real
14209,Fuente Obejuna,Fuente Obejuna,Córdoba
14749,Hornachuelos,Hornachuelos,Córdoba
14930,Monturque,Monturque,Córdoba
17773,Pontós,Garrigàs,Gerona
18183,Huétor de Santillán,Huétor de Santillán,Granada
18568,Píñar,Píñar,Granada
19224,Cardoso de la Sierra,Valverde de los Arroyos,Guadalajara
19356,Torrecuadrada de Molina,Torrecuadrada de Molina,Guadalajara
19459,Budia,Cifuentes,Guadalajara
20001,Donostia-San Sebastián,Donostia-San Sebastián,Guipúzcoa
21409,Ayamonte,Ayamonte,Huelva
21600,Valverde del Camino,Valverde del Camino,Huelva
21730,Almonte,Almonte,Huelva
22474,Laspaúles,Montanuy,Huesca
25133,Vilanova de Segrià,Vilanova de Segrià,Lérida
25143,Poal,Poal,Lérida
25331,Agramunt,Agramunt,Lérida
26123,Villanueva de Cameros,Villanueva de Cameros,La Rioja
26315,Castroviejo,Santa Coloma,La Rioja
27169,Corgo,Corgo,Lugo
27270,Pol,Pol,Lugo
27379,Cospeito,Cospeito,Lugo
27737,Abadín,Abadín,Lugo
28120,Algete,Algete,Madrid
28209,San Lorenzo de El Escorial,San Lorenzo de El Escorial,Madrid
28310,Aranjuez,Aranjuez,Madrid
28743,Canencia,Garganta de los Montes,Madrid
30834,Murcia,Murcia,Murcia
33390,Gijón,Gijón,Asturias
33776,Vegadeo,Vegadeo,Asturias
34002,Palencia,Palencia,Palencia
34192,Grijota,Villaumbrales,Palencia
34300,Paredes de Nava,Paredes de Nava,Palencia
34887,Triollo,Triollo,Palencia
36740,Tomiño,Tomiño,Pontevedra
36947,Cangas,Cangas,Pontevedra
37450,Vecinos,Veguillas,Salamanca
37882,Navales,Alba de Tormes,Salamanca
38739,Villa de Mazo,Villa de Mazo,Santa Cruz de Tenerife
39005,Santander,Santander,Cantabria
39008,Santander,Santander,Cantabria
39170,Bareyo,Bareyo,Cantabria
39627,Santa María de Cayón,Santa María de Cayón,Cantabria
41110,Gelves,Gelves,Sevilla
42368,Rello,Berlanga de Duero,Soria
43739,Porrera,Porrera,Tarragona
44002,Teruel,Teruel,Teruel
47810,Villafrechós,Villafrechós,Valladolid
48520,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,Vizcaya
49021,Zamora,Zamora,Zamora
49168,Fonfría,Fonfría,Zamora
50173,Nuez de Ebro,Nuez de Ebro,Zaragoza
50238,Godojos,Jaraba,Zaragoza
50368,Torralbilla,Mainar,Zaragoza
3113,Alicante/Alacant,Alicante/Alacant,Alicante
4618,Cuevas del Almanzora,Cuevas del Almanzora,Almería
5165,Pedro-Rodríguez,Bohodón,Ávila
5419,Guisando,Guisando,Ávila
7610,Palma,Palma,Baleares
7812,Sant Joan de Labritja,Sant Joan de Labritja,Baleares
9269,Rábanos,Rábanos,Burgos
9314,Villaescusa de Roa,Pedrosa de Duero,Burgos
10627,Nuñomoral,Nuñomoral,Cáceres
10880,Zarza la Mayor,Zarza la Mayor,Cáceres
11408,Jerez de la Frontera,Jerez de la Frontera,Cádiz
12316,Morella,Morella,Castellón
12470,Navajas,Navajas,Castellón
13118,Anchuras,Anchuras,Ciudad Real
13650,Puerto Lápice,Puerto Lápice,Ciudad Real
14630,Pedro Abad,Pedro Abad,Córdoba
15821,Pino,Pino,A Coruña
15856,Zas,Zas,A Coruña
16843,Villas de la Ventosa,Villas de la Ventosa,Cuenca
22720,Valle de Hecho,Valle de Hecho,Huesca
22791,Santa Cruz de la Serós,Santa Cilia,Huesca
23294,Santiago-Pontones,Santiago-Pontones,Jaén
24143,Cabrillanes,Cabrillanes,León
24208,Pajares de los Oteros,Pajares de los Oteros,León
25008,Lleida,Lleida,Lérida
25290,Riner,Riner,Lérida
30500,Molina de Segura,Molina de Segura,Murcia
32782,Manzaneda,Pobra de Trives,Ourense
33424,Llanera,Llanera,Asturias
33556,Onís,Cangas de Onís,Asturias
33580,Siero,Siero,Asturias
33612,Mieres,Mieres,Asturias
34310,Becerril de Campos,Perales,Palencia
34878,Respenda de la Peña,Santibáñez de la Peña,Palencia
36629,Vilanova de Arousa,Vilanova de Arousa,Pontevedra
37160,Villarino de los Aires,Villarino de los Aires,Salamanca
38580,Arico,Arico,Santa Cruz de Tenerife
39812,Ruesga,Ramales de la Victoria,Cantabria
40292,Aldea Real,Aldea Real,Segovia
42162,Fuentelsaz de Soria,Villares de Soria,Soria
43154,Secuita,Secuita,Tarragona
43490,Vilaverd,Vilaverd,Tarragona
43800,Valls,Valls,Tarragona
44566,Aguaviva,Aguaviva,Teruel
46667,Barxeta,Barxeta,Valencia
47318,Castrillo de Duero,Peñafiel,Valladolid
47329,Villabáñez,Villabáñez,Valladolid
48950,Erandio,Erandio,Vizcaya
